,Survived,Pclass,Sex,Age,Fare,Embarked,Class,Adult_Male,Embarktown
472,1,2,female,33.0,27.75,S,Second,False,Southampton
473,1,2,female,23.0,13.7917,C,Second,False,Cherbourg
474,0,3,female,22.0,9.8375,S,Third,False,Southampton
475,0,1,male,29.69911764705882,52.0,S,First,True,Southampton
476,0,2,male,34.0,21.0,S,Second,True,Southampton
477,0,3,male,29.0,7.0458,S,Third,True,Southampton
478,0,3,male,22.0,7.5208,S,Third,True,Southampton
479,1,3,female,2.0,12.2875,S,Third,False,Southampton
480,0,3,male,9.0,46.9,S,Third,False,Southampton
481,0,2,male,29.69911764705882,0.0,S,Second,True,Southampton
482,0,3,male,50.0,8.05,S,Third,True,Southampton
483,1,3,female,63.0,9.5875,S,Third,False,Southampton
484,1,1,male,25.0,91.0792,C,First,True,Cherbourg
485,0,3,female,29.69911764705882,25.4667,S,Third,False,Southampton
486,1,1,female,35.0,90.0,S,First,False,Southampton
487,0,1,male,58.0,29.7,C,First,True,Cherbourg
488,0,3,male,30.0,8.05,S,Third,True,Southampton
489,1,3,male,9.0,15.9,S,Third,False,Southampton
490,0,3,male,29.69911764705882,19.9667,S,Third,True,Southampton
491,0,3,male,21.0,7.25,S,Third,True,Southampton
492,0,1,male,55.0,30.5,S,First,True,Southampton
493,0,1,male,71.0,49.5042,C,First,True,Cherbourg
494,0,3,male,21.0,8.05,S,Third,True,Southampton
495,0,3,male,29.69911764705882,14.4583,C,Third,True,Cherbourg
496,1,1,female,54.0,78.2667,C,First,False,Cherbourg
497,0,3,male,29.69911764705882,15.1,S,Third,True,Southampton
498,0,1,female,25.0,151.55,S,First,False,Southampton
499,0,3,male,24.0,7.7958,S,Third,True,Southampton
500,0,3,male,17.0,8.6625,S,Third,True,Southampton
501,0,3,female,21.0,7.75,Q,Third,False,Queenstown
502,0,3,female,29.69911764705882,7.6292,Q,Third,False,Queenstown
503,0,3,female,37.0,9.5875,S,Third,False,Southampton
504,1,1,female,16.0,86.5,S,First,False,Southampton
505,0,1,male,18.0,108.9,C,First,True,Cherbourg
506,1,2,female,33.0,26.0,S,Second,False,Southampton
507,1,1,male,29.69911764705882,26.55,S,First,True,Southampton
508,0,3,male,28.0,22.525,S,Third,True,Southampton
509,1,3,male,26.0,56.4958,S,Third,True,Southampton
510,1,3,male,29.0,7.75,Q,Third,True,Queenstown
511,0,3,male,29.69911764705882,8.05,S,Third,True,Southampton
512,1,1,male,36.0,26.2875,S,First,True,Southampton
513,1,1,female,54.0,59.4,C,First,False,Cherbourg
514,0,3,male,24.0,7.4958,S,Third,True,Southampton
515,0,1,male,47.0,34.0208,S,First,True,Southampton
516,1,2,female,34.0,10.5,S,Second,False,Southampton
517,0,3,male,29.69911764705882,24.15,Q,Third,True,Queenstown
518,1,2,female,36.0,26.0,S,Second,False,Southampton
519,0,3,male,32.0,7.8958,S,Third,True,Southampton
520,1,1,female,30.0,93.5,S,First,False,Southampton
521,0,3,male,22.0,7.8958,S,Third,True,Southampton
522,0,3,male,29.69911764705882,7.225,C,Third,True,Cherbourg
523,1,1,female,44.0,57.9792,C,First,False,Cherbourg
524,0,3,male,29.69911764705882,7.2292,C,Third,True,Cherbourg
525,0,3,male,40.5,7.75,Q,Third,True,Queenstown
526,1,2,female,50.0,10.5,S,Second,False,Southampton
527,0,1,male,29.69911764705882,221.7792,S,First,True,Southampton
528,0,3,male,39.0,7.925,S,Third,True,Southampton
529,0,2,male,23.0,11.5,S,Second,True,Southampton
530,1,2,female,2.0,26.0,S,Second,False,Southampton
531,0,3,male,29.69911764705882,7.2292,C,Third,True,Cherbourg
532,0,3,male,17.0,7.2292,C,Third,True,Cherbourg
533,1,3,female,29.69911764705882,22.3583,C,Third,False,Cherbourg
534,0,3,female,30.0,8.6625,S,Third,False,Southampton
535,1,2,female,7.0,26.25,S,Second,False,Southampton
536,0,1,male,45.0,26.55,S,First,True,Southampton
537,1,1,female,30.0,106.425,C,First,False,Cherbourg
538,0,3,male,29.69911764705882,14.5,S,Third,True,Southampton
539,1,1,female,22.0,49.5,C,First,False,Cherbourg
540,1,1,female,36.0,71.0,S,First,False,Southampton
541,0,3,female,9.0,31.275,S,Third,False,Southampton
542,0,3,female,11.0,31.275,S,Third,False,Southampton
543,1,2,male,32.0,26.0,S,Second,True,Southampton
544,0,1,male,50.0,106.425,C,First,True,Cherbourg
545,0,1,male,64.0,26.0,S,First,True,Southampton
546,1,2,female,19.0,26.0,S,Second,False,Southampton
547,1,2,male,29.69911764705882,13.8625,C,Second,True,Cherbourg
548,0,3,male,33.0,20.525,S,Third,True,Southampton
549,1,2,male,8.0,36.75,S,Second,False,Southampton
550,1,1,male,17.0,110.8833,C,First,True,Cherbourg
551,0,2,male,27.0,26.0,S,Second,True,Southampton
552,0,3,male,29.69911764705882,7.8292,Q,Third,True,Queenstown
553,1,3,male,22.0,7.225,C,Third,True,Cherbourg
554,1,3,female,22.0,7.775,S,Third,False,Southampton
555,0,1,male,62.0,26.55,S,First,True,Southampton
556,1,1,female,48.0,39.6,C,First,False,Cherbourg
557,0,1,male,29.69911764705882,227.525,C,First,True,Cherbourg
558,1,1,female,39.0,79.65,S,First,False,Southampton
559,1,3,female,36.0,17.4,S,Third,False,Southampton
560,0,3,male,29.69911764705882,7.75,Q,Third,True,Queenstown
561,0,3,male,40.0,7.8958,S,Third,True,Southampton
562,0,2,male,28.0,13.5,S,Second,True,Southampton
563,0,3,male,29.69911764705882,8.05,S,Third,True,Southampton
564,0,3,female,29.69911764705882,8.05,S,Third,False,Southampton
565,0,3,male,24.0,24.15,S,Third,True,Southampton
566,0,3,male,19.0,7.8958,S,Third,True,Southampton
567,0,3,female,29.0,21.075,S,Third,False,Southampton
568,0,3,male,29.69911764705882,7.2292,C,Third,True,Cherbourg
569,1,3,male,32.0,7.8542,S,Third,True,Southampton
570,1,2,male,62.0,10.5,S,Second,True,Southampton
571,1,1,female,53.0,51.4792,S,First,False,Southampton
572,1,1,male,36.0,26.3875,S,First,True,Southampton
573,1,3,female,29.69911764705882,7.75,Q,Third,False,Queenstown
574,0,3,male,16.0,8.05,S,Third,True,Southampton
575,0,3,male,19.0,14.5,S,Third,True,Southampton
576,1,2,female,34.0,13.0,S,Second,False,Southampton
577,1,1,female,39.0,55.9,S,First,False,Southampton
578,0,3,female,29.69911764705882,14.4583,C,Third,False,Cherbourg
579,1,3,male,32.0,7.925,S,Third,True,Southampton
580,1,2,female,25.0,30.0,S,Second,False,Southampton
581,1,1,female,39.0,110.8833,C,First,False,Cherbourg
582,0,2,male,54.0,26.0,S,Second,True,Southampton
583,0,1,male,36.0,40.125,C,First,True,Cherbourg
584,0,3,male,29.69911764705882,8.7125,C,Third,True,Cherbourg
585,1,1,female,18.0,79.65,S,First,False,Southampton
586,0,2,male,47.0,15.0,S,Second,True,Southampton
587,1,1,male,60.0,79.2,C,First,True,Cherbourg
588,0,3,male,22.0,8.05,S,Third,True,Southampton
589,0,3,male,29.69911764705882,8.05,S,Third,True,Southampton
590,0,3,male,35.0,7.125,S,Third,True,Southampton
591,1,1,female,52.0,78.2667,C,First,False,Cherbourg
592,0,3,male,47.0,7.25,S,Third,True,Southampton
593,0,3,female,29.69911764705882,7.75,Q,Third,False,Queenstown
594,0,2,male,37.0,26.0,S,Second,True,Southampton
595,0,3,male,36.0,24.15,S,Third,True,Southampton
596,1,2,female,29.69911764705882,33.0,S,Second,False,Southampton
597,0,3,male,49.0,0.0,S,Third,True,Southampton
598,0,3,male,29.69911764705882,7.225,C,Third,True,Cherbourg
599,1,1,male,49.0,56.9292,C,First,True,Cherbourg
600,1,2,female,24.0,27.0,S,Second,False,Southampton
601,0,3,male,29.69911764705882,7.8958,S,Third,True,Southampton
602,0,1,male,29.69911764705882,42.4,S,First,True,Southampton
603,0,3,male,44.0,8.05,S,Third,True,Southampton
604,1,1,male,35.0,26.55,C,First,True,Cherbourg
605,0,3,male,36.0,15.55,S,Third,True,Southampton
606,0,3,male,30.0,7.8958,S,Third,True,Southampton
607,1,1,male,27.0,30.5,S,First,True,Southampton
608,1,2,female,22.0,41.5792,C,Second,False,Cherbourg
609,1,1,female,40.0,153.4625,S,First,False,Southampton
610,0,3,female,39.0,31.275,S,Third,False,Southampton
611,0,3,male,29.69911764705882,7.05,S,Third,True,Southampton
612,1,3,female,29.69911764705882,15.5,Q,Third,False,Queenstown
613,0,3,male,29.69911764705882,7.75,Q,Third,True,Queenstown
614,0,3,male,35.0,8.05,S,Third,True,Southampton
615,1,2,female,24.0,65.0,S,Second,False,Southampton
616,0,3,male,34.0,14.4,S,Third,True,Southampton
617,0,3,female,26.0,16.1,S,Third,False,Southampton
618,1,2,female,4.0,39.0,S,Second,False,Southampton
619,0,2,male,26.0,10.5,S,Second,True,Southampton
620,0,3,male,27.0,14.4542,C,Third,True,Cherbourg
621,1,1,male,42.0,52.5542,S,First,True,Southampton
622,1,3,male,20.0,15.7417,C,Third,True,Cherbourg
623,0,3,male,21.0,7.8542,S,Third,True,Southampton
624,0,3,male,21.0,16.1,S,Third,True,Southampton
625,0,1,male,61.0,32.3208,S,First,True,Southampton
626,0,2,male,57.0,12.35,Q,Second,True,Queenstown
627,1,1,female,21.0,77.9583,S,First,False,Southampton
628,0,3,male,26.0,7.8958,S,Third,True,Southampton
629,0,3,male,29.69911764705882,7.7333,Q,Third,True,Queenstown
630,1,1,male,80.0,30.0,S,First,True,Southampton
631,0,3,male,51.0,7.0542,S,Third,True,Southampton
632,1,1,male,32.0,30.5,C,First,True,Cherbourg
633,0,1,male,29.69911764705882,0.0,S,First,True,Southampton
634,0,3,female,9.0,27.9,S,Third,False,Southampton
635,1,2,female,28.0,13.0,S,Second,False,Southampton
636,0,3,male,32.0,7.925,S,Third,True,Southampton
637,0,2,male,31.0,26.25,S,Second,True,Southampton
638,0,3,female,41.0,39.6875,S,Third,False,Southampton
639,0,3,male,29.69911764705882,16.1,S,Third,True,Southampton
640,0,3,male,20.0,7.8542,S,Third,True,Southampton
641,1,1,female,24.0,69.3,C,First,False,Cherbourg
642,0,3,female,2.0,27.9,S,Third,False,Southampton
643,1,3,male,29.69911764705882,56.4958,S,Third,True,Southampton
644,1,3,female,0.75,19.2583,C,Third,False,Cherbourg
645,1,1,male,48.0,76.7292,C,First,True,Cherbourg
646,0,3,male,19.0,7.8958,S,Third,True,Southampton
647,1,1,male,56.0,35.5,C,First,True,Cherbourg
648,0,3,male,29.69911764705882,7.55,S,Third,True,Southampton
649,1,3,female,23.0,7.55,S,Third,False,Southampton
650,0,3,male,29.69911764705882,7.8958,S,Third,True,Southampton
651,1,2,female,18.0,23.0,S,Second,False,Southampton
652,0,3,male,21.0,8.4333,S,Third,True,Southampton
653,1,3,female,29.69911764705882,7.8292,Q,Third,False,Queenstown
654,0,3,female,18.0,6.75,Q,Third,False,Queenstown
655,0,2,male,24.0,73.5,S,Second,True,Southampton
656,0,3,male,29.69911764705882,7.8958,S,Third,True,Southampton
657,0,3,female,32.0,15.5,Q,Third,False,Queenstown
658,0,2,male,23.0,13.0,S,Second,True,Southampton
659,0,1,male,58.0,113.275,C,First,True,Cherbourg
660,1,1,male,50.0,133.65,S,First,True,Southampton
661,0,3,male,40.0,7.225,C,Third,True,Cherbourg
662,0,1,male,47.0,25.5875,S,First,True,Southampton
663,0,3,male,36.0,7.4958,S,Third,True,Southampton
664,1,3,male,20.0,7.925,S,Third,True,Southampton
665,0,2,male,32.0,73.5,S,Second,True,Southampton
666,0,2,male,25.0,13.0,S,Second,True,Southampton
667,0,3,male,29.69911764705882,7.775,S,Third,True,Southampton
668,0,3,male,43.0,8.05,S,Third,True,Southampton
669,1,1,female,29.69911764705882,52.0,S,First,False,Southampton
670,1,2,female,40.0,39.0,S,Second,False,Southampton
671,0,1,male,31.0,52.0,S,First,True,Southampton
672,0,2,male,70.0,10.5,S,Second,True,Southampton
673,1,2,male,31.0,13.0,S,Second,True,Southampton
674,0,2,male,29.69911764705882,0.0,S,Second,True,Southampton
675,0,3,male,18.0,7.775,S,Third,True,Southampton
676,0,3,male,24.5,8.05,S,Third,True,Southampton
677,1,3,female,18.0,9.8417,S,Third,False,Southampton
678,0,3,female,43.0,46.9,S,Third,False,Southampton
679,1,1,male,36.0,512.3292,C,First,True,Cherbourg
680,0,3,female,29.69911764705882,8.1375,Q,Third,False,Queenstown
681,1,1,male,27.0,76.7292,C,First,True,Cherbourg
682,0,3,male,20.0,9.225,S,Third,True,Southampton
683,0,3,male,14.0,46.9,S,Third,False,Southampton
684,0,2,male,60.0,39.0,S,Second,True,Southampton
685,0,2,male,25.0,41.5792,C,Second,True,Cherbourg
686,0,3,male,14.0,39.6875,S,Third,False,Southampton
687,0,3,male,19.0,10.1708,S,Third,True,Southampton
688,0,3,male,18.0,7.7958,S,Third,True,Southampton
689,1,1,female,15.0,211.3375,S,First,False,Southampton
690,1,1,male,31.0,57.0,S,First,True,Southampton
691,1,3,female,4.0,13.4167,C,Third,False,Cherbourg
692,1,3,male,29.69911764705882,56.4958,S,Third,True,Southampton
693,0,3,male,25.0,7.225,C,Third,True,Cherbourg
694,0,1,male,60.0,26.55,S,First,True,Southampton
695,0,2,male,52.0,13.5,S,Second,True,Southampton
696,0,3,male,44.0,8.05,S,Third,True,Southampton
697,1,3,female,29.69911764705882,7.7333,Q,Third,False,Queenstown
698,0,1,male,49.0,110.8833,C,First,True,Cherbourg
699,0,3,male,42.0,7.65,S,Third,True,Southampton
700,1,1,female,18.0,227.525,C,First,False,Cherbourg
701,1,1,male,35.0,26.2875,S,First,True,Southampton
702,0,3,female,18.0,14.4542,C,Third,False,Cherbourg
703,0,3,male,25.0,7.7417,Q,Third,True,Queenstown
704,0,3,male,26.0,7.8542,S,Third,True,Southampton
705,0,2,male,39.0,26.0,S,Second,True,Southampton
706,1,2,female,45.0,13.5,S,Second,False,Southampton
707,1,1,male,42.0,26.2875,S,First,True,Southampton
708,1,1,female,22.0,151.55,S,First,False,Southampton
709,1,3,male,29.69911764705882,15.2458,C,Third,True,Cherbourg
710,1,1,female,24.0,49.5042,C,First,False,Cherbourg
711,0,1,male,29.69911764705882,26.55,S,First,True,Southampton
712,1,1,male,48.0,52.0,S,First,True,Southampton
713,0,3,male,29.0,9.4833,S,Third,True,Southampton
714,0,2,male,52.0,13.0,S,Second,True,Southampton
715,0,3,male,19.0,7.65,S,Third,True,Southampton
716,1,1,female,38.0,227.525,C,First,False,Cherbourg
717,1,2,female,27.0,10.5,S,Second,False,Southampton
718,0,3,male,29.69911764705882,15.5,Q,Third,True,Queenstown
719,0,3,male,33.0,7.775,S,Third,True,Southampton
720,1,2,female,6.0,33.0,S,Second,False,Southampton
721,0,3,male,17.0,7.0542,S,Third,True,Southampton
722,0,2,male,34.0,13.0,S,Second,True,Southampton
723,0,2,male,50.0,13.0,S,Second,True,Southampton
724,1,1,male,27.0,53.1,S,First,True,Southampton
725,0,3,male,20.0,8.6625,S,Third,True,Southampton
726,1,2,female,30.0,21.0,S,Second,False,Southampton
727,1,3,female,29.69911764705882,7.7375,Q,Third,False,Queenstown
728,0,2,male,25.0,26.0,S,Second,True,Southampton
729,0,3,female,25.0,7.925,S,Third,False,Southampton
730,1,1,female,29.0,211.3375,S,First,False,Southampton
731,0,3,male,11.0,18.7875,C,Third,False,Cherbourg
732,0,2,male,29.69911764705882,0.0,S,Second,True,Southampton
733,0,2,male,23.0,13.0,S,Second,True,Southampton
734,0,2,male,23.0,13.0,S,Second,True,Southampton
735,0,3,male,28.5,16.1,S,Third,True,Southampton
736,0,3,female,48.0,34.375,S,Third,False,Southampton
737,1,1,male,35.0,512.3292,C,First,True,Cherbourg
738,0,3,male,29.69911764705882,7.8958,S,Third,True,Southampton
739,0,3,male,29.69911764705882,7.8958,S,Third,True,Southampton
740,1,1,male,29.69911764705882,30.0,S,First,True,Southampton
741,0,1,male,36.0,78.85,S,First,True,Southampton
742,1,1,female,21.0,262.375,C,First,False,Cherbourg
743,0,3,male,24.0,16.1,S,Third,True,Southampton
744,1,3,male,31.0,7.925,S,Third,True,Southampton
745,0,1,male,70.0,71.0,S,First,True,Southampton
746,0,3,male,16.0,20.25,S,Third,True,Southampton
747,1,2,female,30.0,13.0,S,Second,False,Southampton
748,0,1,male,19.0,53.1,S,First,True,Southampton
749,0,3,male,31.0,7.75,Q,Third,True,Queenstown
750,1,2,female,4.0,23.0,S,Second,False,Southampton
751,1,3,male,6.0,12.475,S,Third,False,Southampton
752,0,3,male,33.0,9.5,S,Third,True,Southampton
753,0,3,male,23.0,7.8958,S,Third,True,Southampton
754,1,2,female,48.0,65.0,S,Second,False,Southampton
755,1,2,male,0.67,14.5,S,Second,False,Southampton
756,0,3,male,28.0,7.7958,S,Third,True,Southampton
757,0,2,male,18.0,11.5,S,Second,True,Southampton
758,0,3,male,34.0,8.05,S,Third,True,Southampton
759,1,1,female,33.0,86.5,S,First,False,Southampton
760,0,3,male,29.69911764705882,14.5,S,Third,True,Southampton
761,0,3,male,41.0,7.125,S,Third,True,Southampton
762,1,3,male,20.0,7.2292,C,Third,True,Cherbourg
763,1,1,female,36.0,120.0,S,First,False,Southampton
764,0,3,male,16.0,7.775,S,Third,True,Southampton
765,1,1,female,51.0,77.9583,S,First,False,Southampton
766,0,1,male,29.69911764705882,39.6,C,First,True,Cherbourg
767,0,3,female,30.5,7.75,Q,Third,False,Queenstown
768,0,3,male,29.69911764705882,24.15,Q,Third,True,Queenstown
769,0,3,male,32.0,8.3625,S,Third,True,Southampton
770,0,3,male,24.0,9.5,S,Third,True,Southampton
771,0,3,male,48.0,7.8542,S,Third,True,Southampton
772,0,2,female,57.0,10.5,S,Second,False,Southampton
773,0,3,male,29.69911764705882,7.225,C,Third,True,Cherbourg
774,1,2,female,54.0,23.0,S,Second,False,Southampton
775,0,3,male,18.0,7.75,S,Third,True,Southampton
776,0,3,male,29.69911764705882,7.75,Q,Third,True,Queenstown
777,1,3,female,5.0,12.475,S,Third,False,Southampton
778,0,3,male,29.69911764705882,7.7375,Q,Third,True,Queenstown
779,1,1,female,43.0,211.3375,S,First,False,Southampton
780,1,3,female,13.0,7.2292,C,Third,False,Cherbourg
781,1,1,female,17.0,57.0,S,First,False,Southampton
782,0,1,male,29.0,30.0,S,First,True,Southampton
783,0,3,male,29.69911764705882,23.45,S,Third,True,Southampton
784,0,3,male,25.0,7.05,S,Third,True,Southampton
785,0,3,male,25.0,7.25,S,Third,True,Southampton
786,1,3,female,18.0,7.4958,S,Third,False,Southampton
787,0,3,male,8.0,29.125,Q,Third,False,Queenstown
788,1,3,male,1.0,20.575,S,Third,False,Southampton
789,0,1,male,46.0,79.2,C,First,True,Cherbourg
790,0,3,male,29.69911764705882,7.75,Q,Third,True,Queenstown
791,0,2,male,16.0,26.0,S,Second,True,Southampton
792,0,3,female,29.69911764705882,69.55,S,Third,False,Southampton
793,0,1,male,29.69911764705882,30.6958,C,First,True,Cherbourg
794,0,3,male,25.0,7.8958,S,Third,True,Southampton
795,0,2,male,39.0,13.0,S,Second,True,Southampton
796,1,1,female,49.0,25.9292,S,First,False,Southampton
797,1,3,female,31.0,8.6833,S,Third,False,Southampton
798,0,3,male,30.0,7.2292,C,Third,True,Cherbourg
799,0,3,female,30.0,24.15,S,Third,False,Southampton
800,0,2,male,34.0,13.0,S,Second,True,Southampton
801,1,2,female,31.0,26.25,S,Second,False,Southampton
802,1,1,male,11.0,120.0,S,First,False,Southampton
803,1,3,male,0.42,8.5167,C,Third,False,Cherbourg
804,1,3,male,27.0,6.975,S,Third,True,Southampton
805,0,3,male,31.0,7.775,S,Third,True,Southampton
806,0,1,male,39.0,0.0,S,First,True,Southampton
807,0,3,female,18.0,7.775,S,Third,False,Southampton
808,0,2,male,39.0,13.0,S,Second,True,Southampton
809,1,1,female,33.0,53.1,S,First,False,Southampton
810,0,3,male,26.0,7.8875,S,Third,True,Southampton
811,0,3,male,39.0,24.15,S,Third,True,Southampton
812,0,2,male,35.0,10.5,S,Second,True,Southampton
813,0,3,female,6.0,31.275,S,Third,False,Southampton
814,0,3,male,30.5,8.05,S,Third,True,Southampton
815,0,1,male,29.69911764705882,0.0,S,First,True,Southampton
816,0,3,female,23.0,7.925,S,Third,False,Southampton
817,0,2,male,31.0,37.0042,C,Second,True,Cherbourg
818,0,3,male,43.0,6.45,S,Third,True,Southampton
819,0,3,male,10.0,27.9,S,Third,False,Southampton
820,1,1,female,52.0,93.5,S,First,False,Southampton
821,1,3,male,27.0,8.6625,S,Third,True,Southampton
822,0,1,male,38.0,0.0,S,First,True,Southampton
823,1,3,female,27.0,12.475,S,Third,False,Southampton
824,0,3,male,2.0,39.6875,S,Third,False,Southampton
825,0,3,male,29.69911764705882,6.95,Q,Third,True,Queenstown
826,0,3,male,29.69911764705882,56.4958,S,Third,True,Southampton
827,1,2,male,1.0,37.0042,C,Second,False,Cherbourg
828,1,3,male,29.69911764705882,7.75,Q,Third,True,Queenstown
829,1,1,female,62.0,80.0,,First,False,
830,1,3,female,15.0,14.4542,C,Third,False,Cherbourg
831,1,2,male,0.83,18.75,S,Second,False,Southampton
832,0,3,male,29.69911764705882,7.2292,C,Third,True,Cherbourg
833,0,3,male,23.0,7.8542,S,Third,True,Southampton
834,0,3,male,18.0,8.3,S,Third,True,Southampton
835,1,1,female,39.0,83.1583,C,First,False,Cherbourg
836,0,3,male,21.0,8.6625,S,Third,True,Southampton
837,0,3,male,29.69911764705882,8.05,S,Third,True,Southampton
838,1,3,male,32.0,56.4958,S,Third,True,Southampton
839,1,1,male,29.69911764705882,29.7,C,First,True,Cherbourg
840,0,3,male,20.0,7.925,S,Third,True,Southampton
841,0,2,male,16.0,10.5,S,Second,True,Southampton
842,1,1,female,30.0,31.0,C,First,False,Cherbourg
843,0,3,male,34.5,6.4375,C,Third,True,Cherbourg
844,0,3,male,17.0,8.6625,S,Third,True,Southampton
845,0,3,male,42.0,7.55,S,Third,True,Southampton
846,0,3,male,29.69911764705882,69.55,S,Third,True,Southampton
847,0,3,male,35.0,7.8958,C,Third,True,Cherbourg
848,0,2,male,28.0,33.0,S,Second,True,Southampton
849,1,1,female,29.69911764705882,89.1042,C,First,False,Cherbourg
850,0,3,male,4.0,31.275,S,Third,False,Southampton
851,0,3,male,74.0,7.775,S,Third,True,Southampton
852,0,3,female,9.0,15.2458,C,Third,False,Cherbourg
853,1,1,female,16.0,39.4,S,First,False,Southampton
854,0,2,female,44.0,26.0,S,Second,False,Southampton
855,1,3,female,18.0,9.35,S,Third,False,Southampton
856,1,1,female,45.0,164.8667,S,First,False,Southampton
857,1,1,male,51.0,26.55,S,First,True,Southampton
858,1,3,female,24.0,19.2583,C,Third,False,Cherbourg
859,0,3,male,29.69911764705882,7.2292,C,Third,True,Cherbourg
860,0,3,male,41.0,14.1083,S,Third,True,Southampton
861,0,2,male,21.0,11.5,S,Second,True,Southampton
862,1,1,female,48.0,25.9292,S,First,False,Southampton
863,0,3,female,29.69911764705882,69.55,S,Third,False,Southampton
864,0,2,male,24.0,13.0,S,Second,True,Southampton
865,1,2,female,42.0,13.0,S,Second,False,Southampton
866,1,2,female,27.0,13.8583,C,Second,False,Cherbourg
867,0,1,male,31.0,50.4958,S,First,True,Southampton
868,0,3,male,29.69911764705882,9.5,S,Third,True,Southampton
869,1,3,male,4.0,11.1333,S,Third,False,Southampton
870,0,3,male,26.0,7.8958,S,Third,True,Southampton
871,1,1,female,47.0,52.5542,S,First,False,Southampton
872,0,1,male,33.0,5.0,S,First,True,Southampton
873,0,3,male,47.0,9.0,S,Third,True,Southampton
874,1,2,female,28.0,24.0,C,Second,False,Cherbourg
875,1,3,female,15.0,7.225,C,Third,False,Cherbourg
876,0,3,male,20.0,9.8458,S,Third,True,Southampton
877,0,3,male,19.0,7.8958,S,Third,True,Southampton
878,0,3,male,29.69911764705882,7.8958,S,Third,True,Southampton
879,1,1,female,56.0,83.1583,C,First,False,Cherbourg
880,1,2,female,25.0,26.0,S,Second,False,Southampton
881,0,3,male,33.0,7.8958,S,Third,True,Southampton
882,0,3,female,22.0,10.5167,S,Third,False,Southampton
883,0,2,male,28.0,10.5,S,Second,True,Southampton
884,0,3,male,25.0,7.05,S,Third,True,Southampton
885,0,3,female,39.0,29.125,Q,Third,False,Queenstown
886,0,2,male,27.0,13.0,S,Second,True,Southampton
887,1,1,female,19.0,30.0,S,First,False,Southampton
888,0,3,female,29.69911764705882,23.45,S,Third,False,Southampton
889,1,1,male,26.0,30.0,C,First,True,Cherbourg
890,0,3,male,32.0,7.75,Q,Third,True,Queenstown
